,Source Account,Text,Date,Tweets Ago,Compound,Positive,Neutral,Negative
253,@CNN,"RT @CNN: ""I cannot think of an act that is more cruel and more inhumane than to rip the child from the arms of a mother"": Rep. Luis Gutierr…",Wed Jun 13 22:36:27 +0000 2018,71,-0.624,0.0,0.132,0.868
254,@CNN,@ScottDavidson54 @CNN @MSNBC @ABC @CBSNews @NBCNews @POTUS Exactly!!,Wed Jun 13 22:36:27 +0000 2018,72,0.0,0.0,0.0,1.0
255,@CNN,@AnonHet @CNN OMG this will never get old....,Wed Jun 13 22:36:27 +0000 2018,73,0.0,0.0,0.0,1.0
256,@CNN,RT @CNN: An undocumented immigrant from Honduras sobbed as she told an attorney how federal authorities took her daughter while she breastf…,Wed Jun 13 22:36:24 +0000 2018,74,-0.4404,0.0,0.121,0.879
257,@CNN,"RT @CNN: ""I cannot think of an act that is more cruel and more inhumane than to rip the child from the arms of a mother"": Rep. Luis Gutierr…",Wed Jun 13 22:36:23 +0000 2018,75,-0.624,0.0,0.132,0.868
258,@CNN,"RT @CNN: ""I cannot think of an act that is more cruel and more inhumane than to rip the child from the arms of a mother"": Rep. Luis Gutierr…",Wed Jun 13 22:36:23 +0000 2018,76,-0.624,0.0,0.132,0.868
259,@CNN,@marcorubio @FLGovScott @tedcruz @SenateMajLdr @adamputnam @Trevornoah @maddow @TheEllenShow @MSNBC @CNN @ABC… https://t.co/LR0hM8m38F,Wed Jun 13 22:36:22 +0000 2018,77,0.0,0.0,0.0,1.0
260,@CNN,@CNN I have no idea who the wee fella is.,Wed Jun 13 22:36:22 +0000 2018,78,-0.296,0.0,0.216,0.784
261,@CNN,RT @KrisAtwood: @senrobportman @CNN @FoxNews Which evil regime are you talking about? The one that arrest parents seeking asylum &amp; cages ch…,Wed Jun 13 22:36:22 +0000 2018,79,-0.7783,0.0,0.254,0.746
262,@CNN,"RT @lmchristi1: The bullies in the sandbox.
They are complete trash.
Zero respect, the most uncouth swamp dwellers on tv. @CNN https://t.co…",Wed Jun 13 22:36:22 +0000 2018,80,0.3687,0.126,0.063,0.811
263,@CNN,@Jack_W002 @OtagOnline @CNN Please enlighten me,Wed Jun 13 22:36:21 +0000 2018,81,0.6808,0.583,0.0,0.417
264,@CNN,@CNN Than don't come into this country illegally,Wed Jun 13 22:36:21 +0000 2018,82,0.0,0.0,0.0,1.0
265,@CNN,"RT @mc12_55: Why isn't every news organization at these detention centers with their cameras?
@AP 
@MSNBC 
@CNN 
@ABC 
@CBSNews 
@maddow 
@…",Wed Jun 13 22:36:20 +0000 2018,83,-0.3612,0.0,0.111,0.889
266,@CNN,#Prediction The Trump-Un agreement will be tossed back n forth like a hot potato (as expected) as @CNN @MSNBC will… https://t.co/eSkpSnZyLt,Wed Jun 13 22:36:19 +0000 2018,84,0.6908,0.251,0.0,0.749
267,@CNN,"RT @CNN: ""I cannot think of an act that is more cruel and more inhumane than to rip the child from the arms of a mother"": Rep. Luis Gutierr…",Wed Jun 13 22:36:18 +0000 2018,85,-0.624,0.0,0.132,0.868
268,@CNN,@CBSNews @ABC @NBCNews @nytimes @latimes @Newsweek @TIME @parentsmagazine @USATODAY @usnews @washingtonpost… https://t.co/AvYPeI93nX,Wed Jun 13 22:36:18 +0000 2018,86,0.0,0.0,0.0,1.0
269,@CNN,"RT @CNN: Californians will vote in November whether to separate into three states: California, Northern California and Southern California…",Wed Jun 13 22:36:17 +0000 2018,87,0.0,0.0,0.0,1.0
270,@CNN,"RT @CNN: ""I cannot think of an act that is more cruel and more inhumane than to rip the child from the arms of a mother"": Rep. Luis Gutierr…",Wed Jun 13 22:36:17 +0000 2018,88,-0.624,0.0,0.132,0.868
271,@CNN,@FoxNews @realDonaldTrump Don't think your flattery will get you anywhere. We're not talking about a bunch of craze… https://t.co/kFki9QSjr2,Wed Jun 13 22:36:16 +0000 2018,89,-0.0762,0.0,0.071,0.929
272,@CNN,RT @ElderLansing: 28 year old Porsha Owens was killed Monday in St. Louis in an apparent car jacking/robbery. Making this tragedy worse is…,Wed Jun 13 22:36:16 +0000 2018,90,-0.9306,0.0,0.391,0.609
273,@CNN,RT @CNN: This raccoon’s harrowing journey to the top of a building made it an instant internet star https://t.co/c2YJcFgUww https://t.co/Hb…,Wed Jun 13 22:36:16 +0000 2018,91,0.2023,0.091,0.0,0.909
274,@CNN,RT @CNN: What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-driving cars na…,Wed Jun 13 22:36:16 +0000 2018,92,0.0,0.0,0.0,1.0
275,@CNN,"RT @AnOpenSecret: DOJ Tuesday Morning:
Over 2,300 Pedophiles Arrested In “Operation Broken Heart” 
383 Child Victims

Covered by @FoxNews…",Wed Jun 13 22:36:15 +0000 2018,93,-0.8176,0.0,0.347,0.653
276,@CNN,RT @CNN: Argentina's Congress is debating whether to liberalize the nation's highly restrictive abortion laws https://t.co/xhftkQRPSi https…,Wed Jun 13 22:36:15 +0000 2018,94,0.0,0.0,0.0,1.0
277,@CNN,RT @CNN: What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-driving cars na…,Wed Jun 13 22:36:13 +0000 2018,95,0.0,0.0,0.0,1.0
278,@CNN,@gleejr9472 @CNN In NYC of all places!,Wed Jun 13 22:36:11 +0000 2018,96,0.0,0.0,0.0,1.0
279,@CNN,"@CNN No child should be forcefully taken from her/his parent. This is supposed to be a civilized country, not some… https://t.co/DJoHaqlkkd",Wed Jun 13 22:36:10 +0000 2018,97,-0.296,0.0,0.104,0.896
280,@CNN,RT @lynnhailey1: @senrobportman @CNN @FoxNews Hold president accountable too. He's caving and we're getting nothing.,Wed Jun 13 22:36:09 +0000 2018,98,0.0,0.0,0.0,1.0
281,@CNN,RT @ElderLansing: 28 year old Porsha Owens was killed Monday in St. Louis in an apparent car jacking/robbery. Making this tragedy worse is…,Wed Jun 13 22:36:09 +0000 2018,99,-0.9306,0.0,0.391,0.609
282,@CNN,"RT @CNN: Laura Ingraham says EPA chief Scott Pruitt has ""gotta go.""

The Fox News host has become one of the first of President Trump's top…",Wed Jun 13 22:36:08 +0000 2018,100,0.0,0.0,0.0,1.0
283,@FoxNews,RT @FoxNews: TUNE IN: @BretBaier's must-see interview with President @realDonaldTrump on '@SpecialReport' on Fox News Channel! https://t.co…,Wed Jun 13 22:37:11 +0000 2018,1,0.0,0.0,0.0,1.0
284,@FoxNews,@ElJefeStewart @djenson0610 @Anericangirl2 @FoxNews @KatiePavlich Go take a nap,Wed Jun 13 22:37:11 +0000 2018,2,0.0,0.0,0.0,1.0
285,@FoxNews,"RT @FoxNews: President @realDonaldTrump on NK summit: ""I only consider it successful if it gets done."" #SpecialReport https://t.co/oglrlOMQ…",Wed Jun 13 22:37:11 +0000 2018,3,0.5859,0.183,0.0,0.817
286,@FoxNews,"RT @BretBaier: My interview with @realDonaldTrump aboard Air Force One that aired tonight on @FoxNews #SpecialReport 
https://t.co/YPe1BuzN…",Wed Jun 13 22:37:10 +0000 2018,4,0.0258,0.064,0.0,0.936
287,@FoxNews,"RT @FoxNews: .@JesseBWatters: ""Trump tries to step up and bring peace to the [Korean Peninsula] and all he hears is 100% negativity."" #TheF…",Wed Jun 13 22:37:09 +0000 2018,5,0.5423,0.137,0.0,0.863
288,@FoxNews,"@FoxNews @realDonaldTrump ...but GOP Leaders insisted that ""The President Of The United States Will Not Hold A Summ… https://t.co/MZDnxm6DgL",Wed Jun 13 22:37:09 +0000 2018,6,0.4215,0.141,0.0,0.859
289,@FoxNews,@FoxNews @WhipHoyer @POTUS @TeamCavuto Idiot! That's why he did it! Strategy! Kim has to be treated the way we want… https://t.co/siuBqMjUQN,Wed Jun 13 22:37:09 +0000 2018,7,-0.6341,0.0,0.173,0.827
290,@FoxNews,@FoxNews @realDonaldTrump Happy about another promise from a country that's notorious for breaking them? Call me wh… https://t.co/tJvgs2q9ik,Wed Jun 13 22:37:08 +0000 2018,8,0.4767,0.262,0.127,0.611
291,@FoxNews,"RT @FoxNews: .@LindseyGrahamSC: ""President Trump has done more in 500 days to deal with North Korea than every president in the last 30 yea…",Wed Jun 13 22:37:08 +0000 2018,9,0.0,0.0,0.0,1.0
292,@FoxNews,@FoxNews @POTUS No shit! I think keeping them from becoming a nuclear power has to be done before being able to aff… https://t.co/X03hbNhi7w,Wed Jun 13 22:37:08 +0000 2018,10,-0.7263,0.0,0.243,0.757
293,@FoxNews,RT @graff50: @FoxNews @realDonaldTrump  https://t.co/U3YAl1w7ih,Wed Jun 13 22:37:06 +0000 2018,11,0.0,0.0,0.0,1.0
294,@FoxNews,RT @ainsleyearhardt: HAPPENING NOW: @POTUS returns from historic summit in #Singapore. @foxandfriends @FoxNews https://t.co/75TO1MZVdz,Wed Jun 13 22:37:04 +0000 2018,12,0.0,0.0,0.0,1.0
295,@FoxNews,@camacho_resists @FoxNews @kimguilfoyle And resistance is not a policy!,Wed Jun 13 22:37:04 +0000 2018,13,0.0,0.0,0.0,1.0
296,@FoxNews,@FoxNews @realDonaldTrump But mostly he is for himself.,Wed Jun 13 22:37:03 +0000 2018,14,0.0,0.0,0.0,1.0
297,@FoxNews,".@FoxNews, why are you accepting the #Leftist trope that #mergers, especially between service providers and content… https://t.co/sB8AwHl13j",Wed Jun 13 22:37:03 +0000 2018,15,0.3818,0.14,0.0,0.86
298,@FoxNews,@bazzyboy25 @FoxNews https://t.co/FATJlIilX5,Wed Jun 13 22:37:03 +0000 2018,16,0.0,0.0,0.0,1.0
299,@FoxNews,@FoxNews @realDonaldTrump it’s time to remove AG Session’s n Rosenstein,Wed Jun 13 22:37:02 +0000 2018,17,0.0,0.0,0.0,1.0
300,@FoxNews,@BretBaier @realDonaldTrump @FoxNews I feel you were trying to sabotage the whole meeting with Kim we all know he’s… https://t.co/t6RuhY0RRo,Wed Jun 13 22:37:02 +0000 2018,18,-0.5267,0.0,0.159,0.841
301,@FoxNews,"RT @AnOpenSecret: DOJ Tuesday Morning:
Over 2,300 Pedophiles Arrested In “Operation Broken Heart” 
383 Child Victims

Covered by @FoxNews…",Wed Jun 13 22:37:01 +0000 2018,19,-0.8176,0.0,0.347,0.653
302,@FoxNews,@FoxNews @KatiePavlich @BarackObama Every president who leaves office to the opposite party feels that way.,Wed Jun 13 22:37:01 +0000 2018,20,0.4019,0.162,0.0,0.838
303,@FoxNews,@FoxNews @realDonaldTrump Prove it.,Wed Jun 13 22:37:00 +0000 2018,21,0.0,0.0,0.0,1.0
304,@FoxNews,@FoxNews @realDonaldTrump Amen,Wed Jun 13 22:36:59 +0000 2018,22,0.0,0.0,0.0,1.0
305,@FoxNews,"@TweetsIn_HD @whitneycovfefe @FoxNews @POTUS Did I patronize you? I just asked a question. Again, why are you so an… https://t.co/zcXT42OJtb",Wed Jun 13 22:36:59 +0000 2018,23,0.0,0.0,0.0,1.0
306,@FoxNews,"RT @AnOpenSecret: DOJ Tuesday Morning:
Over 2,300 Pedophiles Arrested In “Operation Broken Heart” 
383 Child Victims

Covered by @FoxNews…",Wed Jun 13 22:36:59 +0000 2018,24,-0.8176,0.0,0.347,0.653
307,@FoxNews,RT @ErikaMcdougall: @foxnews “...Splitting California into 3 states initiative has just gained enough support to make it to the ballot this…,Wed Jun 13 22:36:59 +0000 2018,25,0.6486,0.227,0.0,0.773
308,@FoxNews,"RT @AnOpenSecret: DOJ Tuesday Morning:
Over 2,300 Pedophiles Arrested In “Operation Broken Heart” 
383 Child Victims

Covered by @FoxNews…",Wed Jun 13 22:36:58 +0000 2018,26,-0.8176,0.0,0.347,0.653
309,@FoxNews,@Cassizzi @whitneycovfefe @FoxNews @POTUS I’m going by your obnoxious response to mrs Whitney,Wed Jun 13 22:36:58 +0000 2018,27,-0.4588,0.0,0.2,0.8
310,@FoxNews,@MichaelMores1 @kimspinz3 @FoxNews @KatiePavlich @BarackObama @FoxNewsInsider Me too😂😂😂,Wed Jun 13 22:36:58 +0000 2018,28,0.0,0.0,0.0,1.0
311,@FoxNews,RT @FoxNews: Stage set for bombshell IG report on Clinton email case: Who's in the crosshairs? https://t.co/sZaf3UMBCh,Wed Jun 13 22:36:58 +0000 2018,29,0.0,0.0,0.0,1.0
312,@FoxNews,@MeetMeAtMendys @FoxNews Evil evil man,Wed Jun 13 22:36:58 +0000 2018,30,-0.8689,0.0,0.746,0.254
313,@FoxNews,@masoodratvi @FoxNews @realDonaldTrump For criminal behavior and total disregard for human life,Wed Jun 13 22:36:58 +0000 2018,31,-0.6705,0.0,0.355,0.645
314,@FoxNews,RT @SebGorka: Live from Singapore now with @SaraCarterDC and @danielhoffmanDC responding to @seanhannity’s Exclusive post-Summit interview…,Wed Jun 13 22:36:57 +0000 2018,32,0.128,0.091,0.0,0.909
315,@FoxNews,"RT @FoxNews: .@TomFitton: ""This Justice Department is defending the corruption of the last Justice Department."" https://t.co/k4VWaWZ4QT",Wed Jun 13 22:36:56 +0000 2018,33,0.7783,0.327,0.0,0.673
316,@FoxNews,RT @shamba_lin: @FoxNews @realDonaldTrump  https://t.co/mYB5imbTgP,Wed Jun 13 22:36:56 +0000 2018,34,0.0,0.0,0.0,1.0
317,@FoxNews,@FoxNews @realDonaldTrump Doesn’t China have their own nukes?,Wed Jun 13 22:36:56 +0000 2018,35,0.0,0.0,0.0,1.0
318,@FoxNews,"RT @BretBaier: My interview with @realDonaldTrump aboard Air Force One that aired tonight on @FoxNews #SpecialReport 
https://t.co/YPe1BuzN…",Wed Jun 13 22:36:56 +0000 2018,36,0.0258,0.064,0.0,0.936
319,@FoxNews,RT @graff50: @FoxNews @realDonaldTrump  https://t.co/U3YAl1w7ih,Wed Jun 13 22:36:54 +0000 2018,37,0.0,0.0,0.0,1.0
320,@FoxNews,RT @FoxNews: Don't miss @BretBaier's must-see interview with President @realDonaldTrump tonight on '@SpecialReport' at 6p ET. https://t.co/…,Wed Jun 13 22:36:54 +0000 2018,38,0.1139,0.083,0.0,0.917
321,@FoxNews,RT @FoxNews: Musician @KidRock Endorses GOP Senate Candidate in Michigan https://t.co/jrdmLKUNHu,Wed Jun 13 22:36:54 +0000 2018,39,0.34,0.194,0.0,0.806
322,@FoxNews,@FoxNews @realDonaldTrump Yes you are totally right that document that dumb and dumber sign at the summit saids it all,Wed Jun 13 22:36:53 +0000 2018,40,-0.4767,0.106,0.227,0.667
323,@FoxNews,"@FoxNews @realDonaldTrump There are so many things wrong with that sentence. 
It’s all about money laundering and t… https://t.co/TKL48dMO8S",Wed Jun 13 22:36:52 +0000 2018,41,-0.4703,0.06,0.155,0.785
324,@FoxNews,@FoxNews @realDonaldTrump Actions speak louder than words. You talk about Russia and Putin all the time. You fawn o… https://t.co/Yb5EaDYDQb,Wed Jun 13 22:36:52 +0000 2018,42,0.0,0.0,0.0,1.0
325,@FoxNews,@FoxNews I used to live in San Antonio a long time ago and illegals would be on the corners very early in the morni… https://t.co/0KQSrOd3TE,Wed Jun 13 22:36:52 +0000 2018,43,0.0,0.0,0.0,1.0
326,@FoxNews,"RT @FoxNews: President @realDonaldTrump: ""I think China really would like to see no nuclear weapons...Whether you're semi-friendly with a n…",Wed Jun 13 22:36:51 +0000 2018,44,0.1477,0.126,0.1,0.773
327,@FoxNews,@FoxNews @realDonaldTrump Yes two smart LIKE really smart stable Dictators,Wed Jun 13 22:36:50 +0000 2018,45,0.9155,0.734,0.0,0.266
328,@FoxNews,"RT @FoxNews: John Schneider speaks out after leaving jail, says 'there's a bias against conservatives' in Hollywood (via @Sashafb) https://…",Wed Jun 13 22:36:50 +0000 2018,46,-0.1027,0.0,0.072,0.928
329,@FoxNews,RT @FoxNews: 54 illegal immigrants found in truck near San Antonio airport https://t.co/vV4TvjohWU,Wed Jun 13 22:36:49 +0000 2018,47,-0.5574,0.0,0.231,0.769
330,@FoxNews,RT @kfredrick15: @senrobportman @CNN @FoxNews Skepticism? Your constituents are worried about this destabilization with a nuclear power and…,Wed Jun 13 22:36:49 +0000 2018,48,-0.4939,0.0,0.219,0.781
331,@FoxNews,"RT @LindaMBigK9z: @T_Bone1964 @FoxNews @realDonaldTrump ""Hi Kim. This is Donald Trump. I'm just wondering how many nukes you have. Any idea…",Wed Jun 13 22:36:49 +0000 2018,49,0.0,0.0,0.0,1.0
332,@FoxNews,"RT @FoxNews: President @realDonaldTrump on NK summit: ""I only consider it successful if it gets done."" #SpecialReport https://t.co/oglrlOMQ…",Wed Jun 13 22:36:49 +0000 2018,50,0.5859,0.183,0.0,0.817
333,@FoxNews,@BretBaier @realDonaldTrump @FoxNews Excellent,Wed Jun 13 22:36:49 +0000 2018,51,0.5719,0.552,0.0,0.448
334,@FoxNews,@FoxNews @realDonaldTrump One of the rules of negotiating.  Make the other side think they are doing great at negotiating.,Wed Jun 13 22:36:48 +0000 2018,52,0.6249,0.186,0.0,0.814
335,@FoxNews,@KimballElena @Toni001635Toni @FoxNews @realDonaldTrump Do you not understand how investigations work?,Wed Jun 13 22:36:47 +0000 2018,53,0.0,0.0,0.0,1.0
336,@FoxNews,@FoxNews @JeffFlake Flake is a Flake &amp; needs to be replaced,Wed Jun 13 22:36:47 +0000 2018,54,0.0,0.0,0.0,1.0
337,@FoxNews,"RT @FoxNews: .@RepJeffDenham: ""This should be a bipartisan compromise... This does do away with the diversity lottery as well as has $25 bi…",Wed Jun 13 22:36:47 +0000 2018,55,0.2732,0.091,0.0,0.909
338,@FoxNews,@Arriadna @realDonaldTrump @FoxNews  https://t.co/M5PIGj2tMX,Wed Jun 13 22:36:47 +0000 2018,56,0.0,0.0,0.0,1.0
339,@FoxNews,"RT @FoxNews: President @realDonaldTrump on Kim Jong Un: ""He's a very smart guy, he's a great negotiator, but I think we understand each oth…",Wed Jun 13 22:36:47 +0000 2018,57,0.5494,0.193,0.0,0.807
340,@FoxNews,RT @FoxNews: .@realDonaldTrump-backed candidate @karringtonsc ousts incumbent South Carolina Congressman @MarkSanford in GOP primary. @Chad…,Wed Jun 13 22:36:46 +0000 2018,58,0.0,0.0,0.0,1.0
341,@FoxNews,"RT @FoxNews: President @realDonaldTrump: ""I think China really would like to see no nuclear weapons...Whether you're semi-friendly with a n…",Wed Jun 13 22:36:46 +0000 2018,59,0.1477,0.126,0.1,0.773
342,@FoxNews,@DJCreeper75 @FoxNews https://t.co/FATJlIilX5,Wed Jun 13 22:36:45 +0000 2018,60,0.0,0.0,0.0,1.0
343,@FoxNews,"RT @FoxNews: .@LindseyGrahamSC: ""President Trump has done more in 500 days to deal with North Korea than every president in the last 30 yea…",Wed Jun 13 22:36:45 +0000 2018,61,0.0,0.0,0.0,1.0
344,@FoxNews,@FoxNews @realDonaldTrump  https://t.co/TpO9hlLcQS,Wed Jun 13 22:36:45 +0000 2018,62,0.0,0.0,0.0,1.0
345,@FoxNews,"RT @FoxNews: President @realDonaldTrump on Kim Jong Un: ""He's a very smart guy, he's a great negotiator, but I think we understand each oth…",Wed Jun 13 22:36:45 +0000 2018,63,0.5494,0.193,0.0,0.807
346,@FoxNews,"RT @FoxNews: President @realDonaldTrump on summit outcome: ""People are really happy about it, even I would say non-Trump fans."" #SpecialRep…",Wed Jun 13 22:36:45 +0000 2018,64,0.6115,0.182,0.0,0.818
347,@FoxNews,RT @FoxNews: .@KatiePavlich: @BarackObama Is Frustrated That Trump Has 'Destroyed' His Legacy. https://t.co/cOKoad2Rnp,Wed Jun 13 22:36:44 +0000 2018,65,-0.5267,0.0,0.221,0.779
348,@FoxNews,RT @Edwardsinchains: @FoxNews @realDonaldTrump  https://t.co/uaGDHXNDrh,Wed Jun 13 22:36:43 +0000 2018,66,0.0,0.0,0.0,1.0
349,@FoxNews,@JoMajority @FoxNews Yawn,Wed Jun 13 22:36:43 +0000 2018,67,0.0,0.0,0.0,1.0
350,@FoxNews,RT @FoxNews: JUST IN: @POTUS suggests to Fox News he could set aside concerns over Kim Jong Un’s human rights abuses in pursuit of a denucl…,Wed Jun 13 22:36:43 +0000 2018,68,-0.5574,0.0,0.13,0.87
351,@FoxNews,"@FoxNews @RepSwalwell @DevinNunes You can take that to the bank coming from 
Adam Schiff's   NUT BUTLER  Swalwell.… https://t.co/dT0Vs1jaut",Wed Jun 13 22:36:43 +0000 2018,69,0.0,0.0,0.0,1.0
352,@FoxNews,"@FoxNews @KatiePavlich @BarackObama Nice try. Obamas legacy rests in the hearts,minds and attitudes of the… https://t.co/0tEZKy5LVi",Wed Jun 13 22:36:41 +0000 2018,70,0.4215,0.157,0.0,0.843
353,@FoxNews,"RT @BretBaier: My interview with @realDonaldTrump aboard Air Force One that aired tonight on @FoxNews #SpecialReport 
https://t.co/YPe1BuzN…",Wed Jun 13 22:36:41 +0000 2018,71,0.0258,0.064,0.0,0.936
354,@FoxNews,RT @ak48er: @FoxNews @realDonaldTrump Very weak deal making.  Not worth the paper it's written on.  #TrumpRussia,Wed Jun 13 22:36:41 +0000 2018,72,-0.3167,0.1,0.167,0.733
355,@FoxNews,@BretBaier @realDonaldTrump @FoxNews Youre a hack glad it was showed again by this interview,Wed Jun 13 22:36:41 +0000 2018,73,0.4588,0.2,0.0,0.8
356,@FoxNews,"RT @FoxNews: President @realDonaldTrump on NK summit: ""I only consider it successful if it gets done."" #SpecialReport https://t.co/oglrlOMQ…",Wed Jun 13 22:36:40 +0000 2018,74,0.5859,0.183,0.0,0.817
357,@FoxNews,@FoxNews @realDonaldTrump Trump is far into schitt with  Russia even Hannity will have to sit down to take a breath… https://t.co/Ncq3RvEeUD,Wed Jun 13 22:36:40 +0000 2018,75,0.0,0.0,0.0,1.0
358,@FoxNews,@FoxNews @POTUS What POTUS meant was that he was working on first things first; get the Nuke threat settled then work on human rights.,Wed Jun 13 22:36:39 +0000 2018,76,-0.5267,0.0,0.129,0.871
359,@FoxNews,@FoxNews @realDonaldTrump Sure https://t.co/Efo3wiEdfl,Wed Jun 13 22:36:39 +0000 2018,77,0.3182,0.434,0.0,0.566
360,@FoxNews,RT @FoxNews: Larry Kudlow released from hospital after heart attack. https://t.co/Eemohxjo1E,Wed Jun 13 22:36:39 +0000 2018,78,-0.4767,0.0,0.237,0.763
361,@FoxNews,"@LindaFleenor2 @FoxNews @realDonaldTrump And then Trump told Kim Jong Un, “See that? that’s Linda, she is what we c… https://t.co/sJP8Yo5ypW",Wed Jun 13 22:36:39 +0000 2018,79,0.0,0.0,0.0,1.0
362,@FoxNews,@BretBaier @realDonaldTrump @FoxNews  https://t.co/wqSC9stpcz,Wed Jun 13 22:36:39 +0000 2018,80,0.0,0.0,0.0,1.0
363,@FoxNews,"@FoxNews @POTUS Thank you President Trump!  That's called prioritizing, and anyone thinking logically should realiz… https://t.co/rG6uGYNX4o",Wed Jun 13 22:36:39 +0000 2018,81,0.4199,0.157,0.0,0.843
364,@FoxNews,"RT @FoxNews: Alice Marie Johnson: ""We must as a nation get behind families again... The family is the core."" https://t.co/KgJx5BhRGK",Wed Jun 13 22:36:39 +0000 2018,82,0.0,0.0,0.0,1.0
365,@FoxNews,"RT @FoxNews: President @realDonaldTrump on NK summit: ""I only consider it successful if it gets done."" #SpecialReport https://t.co/oglrlOMQ…",Wed Jun 13 22:36:37 +0000 2018,83,0.5859,0.183,0.0,0.817
366,@FoxNews,RT @FoxNews: Tourists plunge 100 feet to their death while taking selfie on wall above popular Portuguese beach https://t.co/JB1GLz17cb,Wed Jun 13 22:36:37 +0000 2018,84,-0.2732,0.118,0.165,0.717
367,@FoxNews,@FoxNews @POTUS What about Fox News’ Human Rights abuses?,Wed Jun 13 22:36:36 +0000 2018,85,-0.5574,0.0,0.31,0.69
368,@FoxNews,@FoxNews @POTUS Congratulations Republicans you elected your own obama.,Wed Jun 13 22:36:35 +0000 2018,86,0.5994,0.328,0.0,0.672
369,@FoxNews,@SemprFrosty @RW352 @FoxNews @KatiePavlich @BarackObama 🤣🤣🤣🤣😂😂😂,Wed Jun 13 22:36:34 +0000 2018,87,0.0,0.0,0.0,1.0
370,@FoxNews,@FoxNews @realDonaldTrump Trump showing that it's never too late to change a key policy position.,Wed Jun 13 22:36:34 +0000 2018,88,0.0,0.0,0.0,1.0
371,@FoxNews,@FoxNews @JanetB95072538 I hope the truck was hot and tight.,Wed Jun 13 22:36:34 +0000 2018,89,0.4404,0.266,0.0,0.734
372,@FoxNews,"RT @FoxNews: ""We have 32,000 soldiers in South Korea. I'd like to get them home.""

TONIGHT: President @realDonaldTrump sits down with @Bret…",Wed Jun 13 22:36:33 +0000 2018,90,0.3612,0.106,0.0,0.894
373,@FoxNews,@FoxNews @realDonaldTrump Are you saying that to Putin or Mueller?  lol,Wed Jun 13 22:36:33 +0000 2018,91,0.4215,0.219,0.0,0.781
374,@FoxNews,"RT @FoxNews: President @realDonaldTrump: ""I'm not for Russia, I'm for the United States."" #SpecialReport https://t.co/VRpW5XL5du",Wed Jun 13 22:36:33 +0000 2018,92,0.4215,0.167,0.0,0.833
375,@FoxNews,"@missygirl32 @FoxNews @KatiePavlich @BarackObama Trump is worried about going to prison, not his legacy.",Wed Jun 13 22:36:31 +0000 2018,93,-0.6705,0.0,0.314,0.686
376,@FoxNews,@LisaCavanaugh9 @FoxNews My next AR 15 https://t.co/SZw3qsrJFZ,Wed Jun 13 22:36:31 +0000 2018,94,0.0,0.0,0.0,1.0
377,@FoxNews,"RT @FoxNews: President @realDonaldTrump: ""I think China really would like to see no nuclear weapons...Whether you're semi-friendly with a n…",Wed Jun 13 22:36:31 +0000 2018,95,0.1477,0.126,0.1,0.773
378,@FoxNews,@KristenInVA @G99Greg @FoxNews @KatiePavlich Boo hoo,Wed Jun 13 22:36:30 +0000 2018,96,0.0,0.0,0.0,1.0
379,@FoxNews,"RT @AnOpenSecret: DOJ Tuesday Morning:
Over 2,300 Pedophiles Arrested In “Operation Broken Heart” 
383 Child Victims

Covered by @FoxNews…",Wed Jun 13 22:36:30 +0000 2018,97,-0.8176,0.0,0.347,0.653
380,@FoxNews,"@FoxNews @KellyannePolls @foxandfriends Yeah, grown men love making minimum wage. And taxpayers love subsidizing th… https://t.co/ZJ7kjYsGNF",Wed Jun 13 22:36:29 +0000 2018,98,0.891,0.449,0.0,0.551
381,@FoxNews,"RT @FoxNews: President @realDonaldTrump: ""We have 32,000 soldiers in South Korea. I'd like to get them home...But it is not on the table ri…",Wed Jun 13 22:36:29 +0000 2018,99,0.3612,0.098,0.0,0.902
382,@FoxNews,"@FoxNews @realDonaldTrump This is the worst episode of ""The Americans"" yet.",Wed Jun 13 22:36:29 +0000 2018,100,-0.6249,0.0,0.291,0.709
383,@nytimes,"RT @nytimes: First, Canada tried to charm President Trump. But now its government officials are waging a campaign against an American trade…",Wed Jun 13 22:37:12 +0000 2018,1,0.4019,0.119,0.0,0.881
384,@nytimes,"RT @nytimes: Federal net neutrality rules are officially repealed. Here's what that could mean, and why it may not matter if you live in so…",Wed Jun 13 22:37:08 +0000 2018,2,-0.0191,0.0,0.043,0.957
385,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:37:06 +0000 2018,3,0.7901,0.241,0.0,0.759
386,@nytimes,"RT @DavidCayJ: ONLY @latimes got hed right on Singapore: ""Summit Fails to Produce Disarmament Plan."" Trumpian propaganda in heds @nytimes,…",Wed Jun 13 22:37:06 +0000 2018,4,-0.5859,0.0,0.211,0.789
387,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:37:02 +0000 2018,5,0.7901,0.241,0.0,0.759
388,@nytimes,"RT @nytimes: In much of the U.S., the stereotype that boys do better than girls at math isn’t true. But there’s a notable exception. https:…",Wed Jun 13 22:36:59 +0000 2018,6,0.5267,0.197,0.079,0.724
