City Name,Country Code,Lat,Lon
hanko,fi,59.76,22.51
saraza,ph,8.23,118.19
yeppoon,au,-20.08,153.5
talcher,in,21.46,85.34
kanniyakumari,in,5.27,77.32
sharon,us,41.22,-80.6
jibuti,dj,11.1,43.26
dapaong,tg,11.09,0.25
forbes,au,-33.54,147.23
inyonga,tz,-6.87,32.27
kisangani,cd,1.73,25.68
kalga,ru,50.82,118.78
amapa,br,2.21,-50.56
khorramabad,ir,33.15,48.26
kozlovka,ru,50.98,40.42
furstenfeld,at,47.17,15.96
balsas,br,-8.01,-45.81
la grande,us,45.3,-117.47
danielskuil,za,-28.7,23.45
tignere,cm,7.41,12.22
ishigaki,jp,22.99,123.38
starachowice,pl,50.91,20.99
gao,ml,15.86,-1.26
blagoveshchenka,ru,52.78,79.47
isla vista,us,28.14,-122.53
duldurga,ru,50.79,113.21
seguin,us,29.69,-97.94
malpe,in,12.99,73.17
ust-uda,ru,55.21,103.17
krasnorechenskiy,ru,44.73,135.34
holt,us,42.53,-84.63
spassk,ru,52.43,87.61
baculin,ph,7.56,129.06
igarka,ru,68.46,86.54
taonan,cn,45.28,122.45
prabumulih,id,-3.64,104.65
piacabucu,br,-15.5,-31.44
leninskoye,ru,47.62,133.19
lokosovo,ru,60.36,75.4
dryden,ca,49.26,-92.9
amahai,id,-1.41,128.04
zolotukhino,ru,52.19,36.43
jimma,et,7.62,36.9
chiredzi,zw,-22.15,32.68
san juan de flores,hn,14.29,-87.09
rajauri,in,33.49,74.56
thessalon,ca,45.99,-83.98
spisska nova ves,sk,48.93,20.55
juifang,tw,25.94,122.91
tchibanga,ga,-3.31,11.25
tebingtinggi,id,3.64,99.33
le port,re,-19.31,54.11
turbat,pk,27.27,63.91
galveston,us,26.37,-92.69
juegang,cn,33.63,123.04
yomitan,jp,28.0,125.66
smidovich,ru,48.86,133.53
conceicao da barra,br,-19.46,-37.86
jertih,my,6.16,103.04
itupeva,br,-17.36,-40.79
felidhoo,mv,3.94,76.61
ylivieska,fi,64.31,24.54
santa marta de tormes,es,40.66,-5.34
dungarpur,in,24.05,73.54
baiyin,cn,37.36,103.82
porto santo,pt,32.12,-15.6
tanhacu,br,-13.94,-41.18
nara,ml,15.6,-7.43
dobryatino,ru,55.45,41.31
wulanhaote,cn,45.7,119.15
cache creek,ca,50.77,-121.5
betanzos,bo,-19.85,-65.1
pelasyia,gr,38.98,22.76
katete,zm,-15.12,32.09
jalalabad,af,34.52,70.51
pathardih,in,23.65,86.38
temaraia,ki,0.51,175.57
kolaras,in,25.5,77.41
kouango,cf,5.09,19.56
prnjavor,ba,44.83,17.6
kongolo,cd,-5.0,28.1
inongo,cd,-1.94,17.56
nuzvid,in,16.99,80.98
souris,ca,46.01,-62.29
saint-joseph,re,-31.68,55.88
bayir,jo,29.57,37.84
harigue,ph,11.6,121.35
lubigan,ph,13.74,122.95
salta,ar,-25.24,-66.68
funtua,ng,11.36,7.5
tabuk,sa,27.99,36.66
wladyslawowo,pl,55.71,18.3
novoye atlashevo,ru,55.98,47.45
nova russas,br,-4.78,-40.53
pucallpa,pe,-8.01,-74.57
huangpi,cn,30.78,114.46
shenjiamen,cn,31.36,124.75
buenos aires,cr,8.55,-83.62
portales,us,34.22,-103.28
jieshi,cn,21.76,115.69
maple creek,ca,50.11,-109.13
belorechensk,ru,58.59,52.69
kosa,ru,59.79,55.63
mergui,mm,12.56,97.57
sosva,ru,59.19,61.5
duz,tn,31.95,8.36
westport,ie,55.74,-15.58
anori,br,-3.25,-61.46
jashpurnagar,in,22.58,83.95
saint-louis,re,-21.36,55.38
santa isabel do rio negro,br,2.74,-64.35
puerto gaitan,co,3.85,-71.59
batagay,ru,68.23,134.45
skagastrond,is,66.22,-20.97
opoczno,pl,51.44,20.49
ihosy,mg,-22.04,45.86
shagonar,ru,51.8,92.94
taburi,ph,9.15,116.24
mananara,mg,-15.88,49.77
brigantine,us,36.82,-71.79
kysyl-syr,ru,61.27,123.75
llangefni,gb,53.49,-4.33
emirdag,tr,39.34,31.41
basco,ph,20.4,125.22
azul,ar,-36.29,-59.28
muzhi,ru,65.99,64.95
lyuban,by,52.77,27.96
salamiyah,sy,34.62,38.28
vikersund,no,60.01,10.04
sangmelima,cm,2.8,12.47
andenes,no,69.58,16.6
maragogi,br,-14.43,-26.88
graham,us,32.62,-98.7
businga,cd,3.21,21.01
tarudant,ma,27.36,-6.67
vanimo,pg,-0.87,140.43
washington,us,38.53,-87.25
molina,cl,-35.54,-70.69
dezhou,cn,37.51,116.4
san carlos de bariloche,ar,-40.97,-71.25
ojinaga,mx,28.39,-103.48
zabid,ye,12.92,43.34
high level,ca,58.04,-118.86
lebedyn,ua,50.79,34.24
kunzell,de,50.5,9.97
ystad,se,55.27,14.04
alcaniz,es,40.95,0.11
zaragoza,es,41.29,-0.8
vangaindrano,mg,-24.94,50.53
zarand,ir,30.77,56.39
samus,ru,57.06,84.91
jasidih,in,24.41,86.66
suoyarvi,ru,61.6,32.08
safford,us,33.09,-109.0
mahuva,in,21.06,71.89
umm jarr,sd,14.26,32.52
dok kham tai,th,19.22,100.01
shelopugino,ru,51.38,117.32
sheopur,in,25.9,77.02
zeya,ru,54.71,129.12
bezhetsk,ru,57.63,36.39
sonipat,in,29.02,76.87
shetpe,kz,45.2,51.36
krasavino,ru,60.9,46.45
doume,cm,3.57,14.05
el badari,eg,26.86,31.25
bensonville,lr,6.78,-10.33
aubange,be,49.57,5.8
talesh,ir,38.0,48.65
lazaro cardenas,mx,7.91,-107.38
tongchuan,cn,35.98,108.43
tongliao,cn,42.94,122.41
nkhata bay,mw,-11.35,34.32
sasina,ws,-12.83,-172.52
shaki,ng,8.51,3.18
fort abbas,pk,28.63,72.92
bagh,in,22.45,74.84
rizhao,cn,35.01,120.41
patacamaya,bo,-18.13,-68.41
kousseri,cm,12.32,14.43
san ramon de la nueva oran,ar,-23.88,-62.97
pahrump,us,37.49,-115.56
wesselsbron,za,-28.04,26.37
bairiki,ki,1.16,169.79
piste,mx,20.36,-88.64
hammerfest,no,74.83,21.76
irbeyskoye,ru,55.16,96.31
ao luk,th,8.45,98.96
asheville,us,35.66,-82.59
novouzensk,ru,50.08,47.9
booue,ga,-0.76,11.82
kieta,pg,-1.18,159.28
ken caryl,us,39.06,-105.7
albanel,ca,50.2,-72.34
rumonge,bi,-4.32,28.78
marv dasht,ir,30.26,53.14
vitimskiy,ru,59.0,113.84
port shepstone,za,-36.93,39.29
umm kaddadah,sd,14.32,28.1
kuna,us,43.41,-116.45
port lavaca,us,28.62,-96.82
rundu,na,-17.94,18.34
mozarlandia,br,-14.71,-51.39
port macquarie,au,-33.79,159.12
benguela,ao,-13.29,12.61
la orilla,mx,17.18,-103.43
cuamba,mz,-15.45,37.83
kastron,gr,38.51,23.19
jaisalmer,in,26.24,70.6
sistranda,no,65.15,8.63
nicoya,cr,6.8,-87.33
chirongui,yt,-13.96,45.56
kuching,my,2.61,110.12
dyatkovo,ru,53.65,34.35
kolimvari,gr,35.97,23.53
keramoti,gr,40.88,24.7
upata,ve,7.77,-62.16
miandrivazo,mg,-17.45,43.5
lerwick,gb,60.76,-0.03
riverton,us,42.73,-107.77
bahia blanca,ar,-38.62,-62.38
teya,ru,63.47,91.98
gigmoto,ph,15.84,128.16
road town,vg,18.2,-64.49
sal rei,cv,15.79,-21.81
tutrakan,bg,44.0,26.65
lumphat,kh,13.34,106.28
idil,tr,36.94,41.83
tacuarembo,uy,-31.83,-55.4
serrana,br,-21.32,-47.48
huangzhai,cn,33.56,114.79
abu samrah,qa,24.61,50.03
aitape,pg,-1.58,143.0
mount darwin,zw,-16.31,31.75
dawson creek,ca,55.2,-120.41
clinton,us,35.11,-99.04
tambul,sd,16.22,34.3
milkovo,ru,54.3,160.45
kuala lipis,my,4.04,101.94
sayat,tm,37.93,63.23
kabanjahe,id,3.17,97.13
praya,id,-13.52,116.92
meiganga,cm,7.09,14.4
fallon,us,40.05,-118.26
saint augustine,us,29.92,-81.13
pousat,kh,12.7,104.07
newala,tz,-11.9,39.51
casian,ph,10.87,119.82
waingapu,id,-13.21,120.01
tomari,ru,48.08,141.44
pemberton,ca,51.3,-123.56
mildura,au,-34.24,141.4
georgiyevka,kz,43.31,74.48
marzuq,ly,24.22,18.84
griffith,au,-32.11,145.65
caxito,ao,-9.08,14.29
puerto madero,mx,13.14,-94.71
sol-iletsk,ru,50.6,55.47
shushenskoye,ru,53.4,91.81
shambu,et,9.35,37.15
svetlyy,ru,48.4,61.76
villanueva,co,5.07,-72.15
west bay,ky,19.76,-82.61
santa luzia,br,-7.42,-47.05
poltavka,ru,54.05,71.41
nuqui,co,5.63,-78.21
manicore,br,-6.81,-60.97
santa helena,br,-2.34,-45.49
ayr,au,-17.3,148.86
shestakovo,ru,55.47,104.05
coueron,fr,47.33,-1.81
silver city,us,33.19,-108.31
kasongo-lunda,cd,-5.73,16.49
canning,in,22.24,88.68
pinega,ru,65.04,42.98
kaffrine,sn,14.07,-15.62
camana,pe,-20.98,-76.35
satitoa,ws,-15.52,-169.85
bayonet point,us,28.41,-82.81
darnah,ly,33.82,23.21
verkhoyansk,ru,70.56,132.28
kiruna,se,68.12,20.75
asbe teferi,et,9.19,40.81
mahibadhoo,mv,4.39,64.96
sondrio,it,46.36,9.7
kontagora,ng,10.19,5.12
san rafael,ar,-36.21,-68.49
daltenganj,in,23.93,83.95
fujin,cn,47.73,131.77
launceston,au,-41.07,150.44
maun,bw,-19.69,23.71
gori,ge,42.32,44.13
singojuruh,id,-8.18,114.1
nokaneng,bw,-19.57,22.65
umm lajj,sa,25.88,38.0
svay rieng,kh,11.23,105.43
zhanakorgan,kz,43.39,67.46
shaoyang,cn,27.2,111.3
tunduru,tz,-10.95,36.55
novonikolsk,ru,43.76,131.76
deep river,ca,46.81,-76.98
dong hoi,vn,18.34,108.13
truckee,us,39.14,-120.38
deurne,nl,51.51,5.77
malwan,in,14.56,69.11
semporna,my,4.18,119.0
nosy varika,mg,-20.79,48.59
magadi,ke,-2.28,35.53
gornopravdinsk,ru,59.54,69.56
paracuru,br,3.94,-34.45
fort smith,us,34.92,-94.42
alexandria,eg,33.2,29.0
voi,ke,-3.5,38.9
conceicao das alagoas,br,-20.01,-48.64
pangody,ru,66.46,73.94
seymchan,ru,64.0,152.98
kondinskoye,ru,58.94,67.25
kumba,cm,4.98,9.2
kannod,in,22.62,76.74
starobaltachevo,ru,56.01,55.86
falam,mm,22.45,94.27
balkanabat,tm,38.5,52.86
visby,se,58.44,19.63
umba,ru,66.79,35.65
lotofaga,ws,-13.93,-171.78
malovat,ro,44.71,22.77
chyhyryn,ua,49.19,32.69
port hawkesbury,ca,43.42,-60.58
marang,my,5.37,104.33
villa rica,co,2.66,-77.2
mana,gf,10.24,-53.59
mogok,mm,23.17,96.1
olga,ru,42.34,136.11
quimper,fr,46.92,-4.85
lagoa santa,br,-19.57,-43.9
sosnogorsk,ru,64.14,53.92
namsos,no,64.51,11.59
giyani,za,-22.75,31.6
jacareacanga,br,-6.52,-56.05
elizabeth city,us,34.89,-74.62
kempele,fi,64.83,25.26
smithers,ca,57.52,-126.26
kulevcha,ua,45.54,30.22
canchungo,gw,12.01,-15.8
puerto baquerizo moreno,ec,-1.85,-90.08
minbu,mm,19.99,94.52
diapaga,bf,11.56,1.81
storsteinnes,no,68.51,19.19
cam ranh,vn,11.29,111.82
waddan,ly,27.85,17.62
magdalena,ph,9.96,121.84
chino valley,us,35.28,-112.44
puerto asis,co,0.41,-76.31
kasaragod,in,12.16,74.3
kataysk,ru,56.02,62.36
rio bueno,cl,-40.62,-72.18
lere,ng,10.25,8.35
morro bay,us,34.27,-122.86
teknaf,bd,20.27,90.48
kuantan,my,3.9,103.22
nanae,jp,42.12,140.39
eruwa,ng,7.8,3.26
ouargaye,bf,11.54,0.5
bagdarin,ru,54.22,115.05
lincoln,nz,-48.66,176.21
bandar,id,2.1,99.76
dir,pk,34.96,71.74
mentok,id,-2.72,105.56
lesozavodsk,ru,45.39,133.07
jishou,cn,28.08,109.9
tygda,ru,52.79,125.93
soyo,ao,-6.72,10.61
tsabong,bw,-27.09,22.15
volnovakha,ua,47.68,37.68
osakarovka,kz,50.63,72.34
tezu,in,32.74,96.75
jerusalem,il,31.6,35.28
belaya gora,ru,68.4,148.55
nador,ma,31.7,-1.47
celestun,mx,21.27,-90.81
provost,ca,51.24,-110.6
motygino,ru,57.86,95.32
dergachi,ru,51.24,48.54
balagansk,ru,53.66,103.43
picos,br,-7.17,-41.34
uruzgan,af,33.15,66.43
petatlan,mx,16.43,-101.54
khipro,pk,26.36,69.99
ribeirao branco,br,-24.31,-49.01
payo,ph,16.92,127.54
wajid,so,5.44,42.71
bitung,id,1.66,125.79
pangkalanbuun,id,-3.58,111.98
dicabisagan,ph,17.84,125.56
pyaozerskiy,ru,66.24,31.66
terrenate,mx,19.55,-97.87
turinsk,ru,58.49,63.55
awjilah,ly,25.33,20.25
eregli,tr,42.28,30.8
preobrazheniye,ru,42.01,134.54
lethem,gy,4.12,-59.38
bayeux,fr,49.77,-0.84
felipe carrillo puerto,mx,19.19,-87.3
kuala terengganu,my,6.61,104.0
rust,at,47.81,16.77
halden,no,58.9,11.5
eatonton,us,33.59,-82.9
cam pha,vn,21.11,107.64
nsanje,mw,-16.9,34.99
namuac,ph,18.88,121.24
latung,ph,3.5,122.35
nogales,mx,31.21,-111.3
lyndon,us,44.5,-72.09
agutaya,ph,11.19,120.85
mocuba,mz,-16.32,38.64
elesbao veloso,br,-6.23,-42.26
rio grande,br,-34.07,-48.4
edd,er,14.97,40.73
chandauli,in,25.47,83.28
mosalsk,ru,54.86,34.84
tawkar,sd,18.12,37.4
el tigre,ve,7.85,-64.77
nedjo,et,9.98,36.28
ust-koksa,ru,49.02,85.97
cooma,au,-36.83,149.79
salinopolis,br,0.48,-46.6
cassilandia,br,-19.82,-52.2
kaoma,zm,-14.56,24.95
mogocha,ru,53.62,119.81
chebenki,ru,52.12,55.83
malindi,ke,-4.28,42.18
aquiraz,br,0.87,-35.13
rorvik,no,66.38,10.8
grootfontein,na,-20.14,18.29
zalalovo,hu,46.92,16.56
timisesti,ro,47.24,26.57
tabriz,ir,37.87,46.5
troitsk,ru,54.01,61.19
tazmalt,dz,35.42,5.29
nortelandia,br,-13.0,-57.03
bhowali,in,29.38,79.55
thinadhoo,mv,0.83,65.87
isla mujeres,mx,24.38,-87.14
klaeng,th,13.0,101.92
blackpool,gb,53.73,-3.07
ilovka,ru,50.72,38.64
santa maria da boa vista,br,-8.74,-39.74
alibag,in,18.23,70.64
kargasok,ru,58.22,80.76
tall kayf,iq,36.46,42.99
adana,tr,36.56,35.29
formosa do rio preto,br,-11.2,-45.2
yeletskiy,ru,66.93,63.88
bushehr,ir,28.55,49.52
suchil,mx,23.62,-103.94
kalangala,ug,-0.71,32.55
kandava,lv,57.11,22.88
acopiara,br,-6.11,-39.59
sotouboua,tg,8.35,0.55
kathmandu,np,28.21,85.36
betsiamites,ca,49.54,-68.87
treinta y tres,uy,-33.56,-54.77
camara de lobos,pt,31.43,-17.12
pagudpud,ph,18.54,120.86
punta de piedra,hn,16.35,-85.12
chara,ru,59.43,119.45
porrentruy,ch,47.59,7.18
fairview,ca,57.16,-118.16
daloa,ci,6.95,-6.43
sadiqabad,pk,28.29,69.95
huangcun,cn,39.5,116.25
kalevala,ru,65.21,31.36
sompeta,in,16.87,86.6
jilikul,tj,37.39,68.54
nurota,uz,42.56,64.75
doctor pedro p. pena,py,-22.15,-62.65
itaqui,br,-28.54,-56.62
lakes entrance,au,-37.47,148.47
bognor regis,gb,50.45,-0.7
severomuysk,ru,56.11,113.21
kattivakkam,in,12.64,83.81
rancho palos verdes,us,30.5,-120.48
norrkoping,se,58.37,16.35
corn island,ni,11.29,-82.04
oristano,it,40.04,8.63
qibili,tn,33.74,8.65
zelenoborsk,ru,61.15,64.2
estelle,us,26.19,-88.05
yetkul,ru,54.84,61.69
concepcion del oro,mx,24.58,-101.64
chifeng,cn,44.68,117.19
ruteng,id,-8.3,119.65
grants pass,us,42.36,-123.2
guacimo,cr,10.07,-83.68
san carlos,bo,-17.17,-64.38
bone,id,-3.81,121.23
naro moru,ke,-0.2,36.83
salto,br,-23.17,-47.4
polis,cy,35.11,31.56
erzin,ru,49.71,94.84
rancho cucamonga,us,34.14,-117.61
san carlos del zulia,ve,8.76,-72.02
pontianak,id,-1.28,109.5
carahue,cl,-39.06,-73.56
daxian,cn,30.59,107.56
bakel,sn,15.11,-12.04
kansanshi,zm,-11.96,25.99
bani,do,17.38,-70.41
mbuji-mayi,cd,-6.23,23.86
barentu,er,15.5,37.41
nerchinskiy zavod,ru,51.97,120.02
snezhnogorsk,ru,70.08,32.46
kurush,ru,41.15,48.03
chilia veche,ro,45.37,29.42
barabai,id,-2.2,116.1
gaoual,gn,11.74,-13.56
kaliua,tz,-5.26,31.44
boulder,us,39.97,-105.87
halmstad,se,57.01,13.26
ada,us,34.64,-95.94
santa maria del oro,mx,25.71,-105.29
kaohsiung,tw,22.54,119.32
mbanza-ngungu,cd,-5.42,14.24
esso,ru,56.69,158.35
tromso,no,73.81,17.49
znamenskoye,ru,57.56,73.25
dolores,ar,-36.23,-57.05
sungaipenuh,id,-3.78,98.79
haileybury,ca,47.44,-79.97
abu dhabi,ae,21.94,52.66
glace bay,ca,46.73,-59.65
salaverry,pe,-8.68,-79.2
sikasso,ml,11.74,-6.11
kamina,cd,-8.27,25.08
myitkyina,mm,27.18,98.4
south hill,us,46.91,-122.16
north branch,us,46.12,-93.08
agua prieta,mx,31.24,-109.63
mopti,ml,14.21,-4.28
ban phai,th,16.08,102.59
pilar,ph,10.13,129.02
uchiza,pe,-8.55,-76.72
ngukurr,au,-15.85,136.12
villapinzon,co,5.21,-73.66
muravlenko,ru,64.25,74.3
uyutne,ua,45.42,32.98
jose de freitas,br,-4.9,-42.72
tsaratanana,mg,-15.96,48.07
minatitlan,mx,17.85,-94.41
benicarlo,es,40.64,0.3
kandry,ru,54.64,54.15
nantucket,us,39.84,-68.74
yiyang,cn,28.53,112.06
orange cove,us,37.52,-118.83
pedernales,do,17.97,-71.85
sri aman,my,0.12,111.35
goulburn,au,-34.65,149.72
eden,us,36.45,-79.96
acurenam,gq,0.79,11.0
asilah,ma,35.39,-6.25
boguchany,ru,59.76,96.97
mbabane,sz,-26.21,31.08
bolshoye sorokino,ru,56.66,69.6
bolonchen,mx,18.98,-90.1
lashio,mm,23.93,99.04
lithgow,au,-33.93,150.21
tracy,us,37.62,-121.45
